id,course_name,category,description,price,level,status
931,Frameworks & Best Practices: Edge Computing & Cloud Migration Strategies,Cloud Computing,"Comprehensive training program focusing on edge computing & cloud migration strategies with practical focus on frameworks & best practices, case studies, and hands-on exercises.",6499,Intermediate,Active
932,Certification Prep: FRM (Financial Risk Manager) Level 2 Prep,Certification,"Comprehensive training program focusing on frm (financial risk manager) level 2 prep with practical focus on certification prep, case studies, and hands-on exercises.",10999,Advanced,Active
933,CA Foundation Business Mathematics: Frameworks & Best Practices,CA,"Comprehensive training program focusing on ca foundation business mathematics with practical focus on frameworks & best practices, case studies, and hands-on exercises.",7999,Beginner,Active
934,In-Depth Series: Consolidated Financial Statements Preparation,Accounting,"Comprehensive training program focusing on consolidated financial statements preparation with practical focus on in-depth series, case studies, and hands-on exercises.",4499,Intermediate,Active
935,Comprehensive Guide: CMA Intermediate Direct Taxation,CMA,"Comprehensive training program focusing on cma intermediate direct taxation with practical focus on comprehensive guide, case studies, and hands-on exercises.",9999,Intermediate,Active
936,Treasury & Balance Sheet Management: Real-World Projects,Banking,"Comprehensive training program focusing on treasury & balance sheet management with practical focus on real-world projects, case studies, and hands-on exercises.",5999,Intermediate,Active
937,Specialization: CMA Final Indirect Tax Laws & Practice,CMA,"Comprehensive training program focusing on cma final indirect tax laws & practice with practical focus on specialization, case studies, and hands-on exercises.",13499,Advanced,Active
938,Hands-on Workshop: Distributed Systems & Message Queues (Kafka/RabbitMQ),Technology,"Comprehensive training program focusing on distributed systems & message queues (kafka/rabbitmq) with practical focus on hands-on workshop, case studies, and hands-on exercises.",5999,Intermediate,Active
939,Credit Appraisal & Financial Ratios for Lending: Hands-on Workshop,Banking,"Comprehensive training program focusing on credit appraisal & financial ratios for lending with practical focus on hands-on workshop, case studies, and hands-on exercises.",5999,Intermediate,Active
940,Zero to Hero: Progressive Web Apps (PWA) Development,Technology,"Comprehensive training program focusing on progressive web apps (pwa) development with practical focus on zero to hero, case studies, and hands-on exercises.",4499,Beginner,Active
941,CMA Foundation Fundamentals of Laws & Ethics: Practical Applications,CMA,"Comprehensive training program focusing on cma foundation fundamentals of laws & ethics with practical focus on practical applications, case studies, and hands-on exercises.",6999,Beginner,Active
942,CMA Final Corporate Financial Reporting (CFR) - Advanced Practice,CMA,"Comprehensive training program focusing on cma final corporate financial reporting (cfr) with practical focus on advanced practice, case studies, and hands-on exercises.",13499,Advanced,Active
943,In-Depth Series: Data Engineering with Apache Spark & Hadoop,Data Science,"Comprehensive training program focusing on data engineering with apache spark & hadoop with practical focus on in-depth series, case studies, and hands-on exercises.",7499,Intermediate,Active
944,PMP (Project Management Professional) Exam Prep - Fundamentals,Certification,"Comprehensive training program focusing on pmp (project management professional) exam prep with practical focus on fundamentals, case studies, and hands-on exercises.",5999,Beginner,Active
945,AWS Certified Solutions Architect Professional: Practical Applications,Cloud Computing,"Comprehensive training program focusing on aws certified solutions architect professional with practical focus on practical applications, case studies, and hands-on exercises.",8999,Advanced,Active
946,Cloud Security Posture Management (CSPM): Fundamentals,Cybersecurity,"Comprehensive training program focusing on cloud security posture management (cspm) with practical focus on fundamentals, case studies, and hands-on exercises.",4999,Beginner,Active
947,FRM (Financial Risk Manager) Level 1 Prep: Crash Course,Certification,"Comprehensive training program focusing on frm (financial risk manager) level 1 prep with practical focus on crash course, case studies, and hands-on exercises.",5999,Beginner,Active
948,Forensic Accounting & Ledger Auditing - Strategy & Implementation,Accounting,"Comprehensive training program focusing on forensic accounting & ledger auditing with practical focus on strategy & implementation, case studies, and hands-on exercises.",4499,Intermediate,Active
949,CMA Foundation Fundamentals of Accounting: Practical Applications,CMA,"Comprehensive training program focusing on cma foundation fundamentals of accounting with practical focus on practical applications, case studies, and hands-on exercises.",6999,Beginner,Active
950,Mastery: Credit Appraisal & Financial Ratios for Lending,Banking,"Comprehensive training program focusing on credit appraisal & financial ratios for lending with practical focus on mastery, case studies, and hands-on exercises.",7999,Advanced,Active
951,Marketing Analytics & Attribution Modeling - Comprehensive Guide,Business Analytics,"Comprehensive training program focusing on marketing analytics & attribution modeling with practical focus on comprehensive guide, case studies, and hands-on exercises.",5999,Intermediate,Active
952,Comprehensive Guide: Tableau Desktop & Server for Business Insights,Business Analytics,"Comprehensive training program focusing on tableau desktop & server for business insights with practical focus on comprehensive guide, case studies, and hands-on exercises.",5999,Intermediate,Active
953,Frameworks & Best Practices: CMA Final Strategic Performance Management & Valuation,CMA,"Comprehensive training program focusing on cma final strategic performance management & valuation with practical focus on frameworks & best practices, case studies, and hands-on exercises.",13499,Advanced,Active
954,CS Professional Corporate Restructuring & Insolvency: In-Depth Series,CS,"Comprehensive training program focusing on cs professional corporate restructuring & insolvency with practical focus on in-depth series, case studies, and hands-on exercises.",13499,Advanced,Active
955,International Taxation & Transfer Pricing - Bootcamp,CA,"Comprehensive training program focusing on international taxation & transfer pricing with practical focus on bootcamp, case studies, and hands-on exercises.",10999,Intermediate,Active
956,Bootcamp: iOS Development with Swift & SwiftUI,Technology,"Comprehensive training program focusing on ios development with swift & swiftui with practical focus on bootcamp, case studies, and hands-on exercises.",5999,Intermediate,Active
957,Practical Applications: Forensic Accounting & Ledger Auditing,Accounting,"Comprehensive training program focusing on forensic accounting & ledger auditing with practical focus on practical applications, case studies, and hands-on exercises.",4499,Intermediate,Active
958,Mergers & Acquisitions (M&A) Execution: In-Depth Series,Finance,"Comprehensive training program focusing on mergers & acquisitions (m&a) execution with practical focus on in-depth series, case studies, and hands-on exercises.",6999,Intermediate,Active
959,Real-World Projects: FRM (Financial Risk Manager) Level 1 Prep,Certification,"Comprehensive training program focusing on frm (financial risk manager) level 1 prep with practical focus on real-world projects, case studies, and hands-on exercises.",5999,Beginner,Active
960,Real-World Projects: Forensic Accounting & Ledger Auditing,Accounting,"Comprehensive training program focusing on forensic accounting & ledger auditing with practical focus on real-world projects, case studies, and hands-on exercises.",4499,Intermediate,Active
961,Machine Learning from Scratch with Python - Hands-on Workshop,Data Science,"Comprehensive training program focusing on machine learning from scratch with python with practical focus on hands-on workshop, case studies, and hands-on exercises.",7499,Intermediate,Active
962,Mastery: Credit Risk Analysis & Underwriting,Finance,"Comprehensive training program focusing on credit risk analysis & underwriting with practical focus on mastery, case studies, and hands-on exercises.",9499,Advanced,Active
963,Crash Course: Kubernetes & Docker Container Orchestration,Technology,"Comprehensive training program focusing on kubernetes & docker container orchestration with practical focus on crash course, case studies, and hands-on exercises.",5999,Intermediate,Active
964,Comprehensive Guide: Corporate & Economic Laws,CA,"Comprehensive training program focusing on corporate & economic laws with practical focus on comprehensive guide, case studies, and hands-on exercises.",10999,Intermediate,Active
965,Crash Course: Full Stack Python with Django & React,Technology,"Comprehensive training program focusing on full stack python with django & react with practical focus on crash course, case studies, and hands-on exercises.",5999,Intermediate,Active
966,Zero Trust Architecture Implementation: Advanced Practice,Cybersecurity,"Comprehensive training program focusing on zero trust architecture implementation with practical focus on advanced practice, case studies, and hands-on exercises.",9499,Advanced,Active
967,Data Warehousing with Snowflake & BigQuery - Mastery,Data Science,"Comprehensive training program focusing on data warehousing with snowflake & bigquery with practical focus on mastery, case studies, and hands-on exercises.",10499,Advanced,Active
968,Practical Applications: Natural Language Processing & LLM Prompting,Data Science,"Comprehensive training program focusing on natural language processing & llm prompting with practical focus on practical applications, case studies, and hands-on exercises.",7499,Intermediate,Active
969,Hands-on Workshop: CS Professional Advanced Tax Laws,CS,"Comprehensive training program focusing on cs professional advanced tax laws with practical focus on hands-on workshop, case studies, and hands-on exercises.",13499,Advanced,Active
970,iOS Development with Swift & SwiftUI: Executive Training,Technology,"Comprehensive training program focusing on ios development with swift & swiftui with practical focus on executive training, case studies, and hands-on exercises.",5999,Intermediate,Active
971,Strategy & Implementation: Content Marketing & Inbound Lead Generation,Marketing,"Comprehensive training program focusing on content marketing & inbound lead generation with practical focus on strategy & implementation, case studies, and hands-on exercises.",4999,Intermediate,Active
972,"Specialization: Corporate Mergers, Demergers & Amalgamations Law",Law,"Comprehensive training program focusing on corporate mergers, demergers & amalgamations law with practical focus on specialization, case studies, and hands-on exercises.",5999,Intermediate,Active
973,SOC Analyst Level 1 & Threat Monitoring: Strategy & Implementation,Cybersecurity,"Comprehensive training program focusing on soc analyst level 1 & threat monitoring with practical focus on strategy & implementation, case studies, and hands-on exercises.",4999,Beginner,Active
974,CMA Intermediate Cost Accounting - Hands-on Workshop,CMA,"Comprehensive training program focusing on cma intermediate cost accounting with practical focus on hands-on workshop, case studies, and hands-on exercises.",9999,Intermediate,Active
975,CMA Foundation Fundamentals of Economics & Mgmt: Zero to Hero,CMA,"Comprehensive training program focusing on cma foundation fundamentals of economics & mgmt with practical focus on zero to hero, case studies, and hands-on exercises.",6999,Beginner,Active
976,Real-World Projects: CS Professional Secretarial Audit & Compliance,CS,"Comprehensive training program focusing on cs professional secretarial audit & compliance with practical focus on real-world projects, case studies, and hands-on exercises.",13499,Advanced,Active
977,CMA Foundation Fundamentals of Laws & Ethics: Zero to Hero,CMA,"Comprehensive training program focusing on cma foundation fundamentals of laws & ethics with practical focus on zero to hero, case studies, and hands-on exercises.",6999,Beginner,Active
978,Strategic Leadership & Executive Decision Making - In-Depth Series,Management,"Comprehensive training program focusing on strategic leadership & executive decision making with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
979,CMA Intermediate Company Accounts & Audit - Certification Prep,CMA,"Comprehensive training program focusing on cma intermediate company accounts & audit with practical focus on certification prep, case studies, and hands-on exercises.",9999,Intermediate,Inactive
980,Strategic Cost Management & Evaluation - Practical Applications,CA,"Comprehensive training program focusing on strategic cost management & evaluation with practical focus on practical applications, case studies, and hands-on exercises.",10999,Intermediate,Active
981,CMA Final Strategic Performance Management & Valuation - Executive Training,CMA,"Comprehensive training program focusing on cma final strategic performance management & valuation with practical focus on executive training, case studies, and hands-on exercises.",13499,Advanced,Active
982,Bootcamp: B2B Sales Funnels & Account-Based Marketing (ABM),Marketing,"Comprehensive training program focusing on b2b sales funnels & account-based marketing (abm) with practical focus on bootcamp, case studies, and hands-on exercises.",4999,Intermediate,Active
983,Bootcamp: Search Engine Optimization (SEO) & Technical Audits,Marketing,"Comprehensive training program focusing on search engine optimization (seo) & technical audits with practical focus on bootcamp, case studies, and hands-on exercises.",4999,Intermediate,Active
984,Certified Management Accountant (US CMA) Prep - Frameworks & Best Practices,Certification,"Comprehensive training program focusing on certified management accountant (us cma) prep with practical focus on frameworks & best practices, case studies, and hands-on exercises.",7999,Intermediate,Active
985,Active Directory Security & Pentesting - Frameworks & Best Practices,Cybersecurity,"Comprehensive training program focusing on active directory security & pentesting with practical focus on frameworks & best practices, case studies, and hands-on exercises.",6999,Intermediate,Active
986,Edge Computing & Cloud Migration Strategies: Crash Course,Cloud Computing,"Comprehensive training program focusing on edge computing & cloud migration strategies with practical focus on crash course, case studies, and hands-on exercises.",6499,Intermediate,Active
987,CS Executive Company Law and Practice - Mastery,CS,"Comprehensive training program focusing on cs executive company law and practice with practical focus on mastery, case studies, and hands-on exercises.",13499,Advanced,Inactive
988,Drafting Commercial Contracts & Service Agreements: Bootcamp,Law,"Comprehensive training program focusing on drafting commercial contracts & service agreements with practical focus on bootcamp, case studies, and hands-on exercises.",5999,Intermediate,Active
989,Anti-Money Laundering (AML) & CFT Compliance in Banking - Bootcamp,Banking,"Comprehensive training program focusing on anti-money laundering (aml) & cft compliance in banking with practical focus on bootcamp, case studies, and hands-on exercises.",5999,Intermediate,Active
990,Drafting Commercial Contracts & Service Agreements - Advanced Practice,Law,"Comprehensive training program focusing on drafting commercial contracts & service agreements with practical focus on advanced practice, case studies, and hands-on exercises.",7999,Advanced,Active
991,Serverless Architecture on AWS Lambda - In-Depth Series,Technology,"Comprehensive training program focusing on serverless architecture on aws lambda with practical focus on in-depth series, case studies, and hands-on exercises.",7999,Advanced,Active
992,In-Depth Series: Google Cloud Associate Cloud Engineer,Cloud Computing,"Comprehensive training program focusing on google cloud associate cloud engineer with practical focus on in-depth series, case studies, and hands-on exercises.",4999,Beginner,Active
993,Recommendation Systems Engineering - Real-World Projects,Data Science,"Comprehensive training program focusing on recommendation systems engineering with practical focus on real-world projects, case studies, and hands-on exercises.",7499,Intermediate,Active
994,Strategy & Implementation: ESG Investing & Sustainable Finance Frameworks,Finance,"Comprehensive training program focusing on esg investing & sustainable finance frameworks with practical focus on strategy & implementation, case studies, and hands-on exercises.",6999,Intermediate,Active
995,Hands-on Workshop: AWS Certified Solutions Architect Associate,Cloud Computing,"Comprehensive training program focusing on aws certified solutions architect associate with practical focus on hands-on workshop, case studies, and hands-on exercises.",4999,Beginner,Inactive
996,In-Depth Series: Treasury & Balance Sheet Management,Banking,"Comprehensive training program focusing on treasury & balance sheet management with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Inactive
997,"Advanced Practice: Data Governance, Privacy & Ethics",Data Science,"Comprehensive training program focusing on data governance, privacy & ethics with practical focus on advanced practice, case studies, and hands-on exercises.",10499,Advanced,Active
998,Crash Course: Certified Information Security Manager (CISM),Certification,"Comprehensive training program focusing on certified information security manager (cism) with practical focus on crash course, case studies, and hands-on exercises.",7999,Intermediate,Active
999,Power BI End-to-End Enterprise Dashboards: Frameworks & Best Practices,Business Analytics,"Comprehensive training program focusing on power bi end-to-end enterprise dashboards with practical focus on frameworks & best practices, case studies, and hands-on exercises.",5999,Intermediate,Active
1000,Bootcamp: Cloud Security Posture Management (CSPM),Cybersecurity,"Comprehensive training program focusing on cloud security posture management (cspm) with practical focus on bootcamp, case studies, and hands-on exercises.",6999,Intermediate,Active
1001,Business Model Innovation & Startup Scaling - Crash Course,Management,"Comprehensive training program focusing on business model innovation & startup scaling with practical focus on crash course, case studies, and hands-on exercises.",5999,Intermediate,Inactive
1002,Fundamentals: Cost Sheet Preparation & Variance Analysis,Accounting,"Comprehensive training program focusing on cost sheet preparation & variance analysis with practical focus on fundamentals, case studies, and hands-on exercises.",2999,Beginner,Active
1003,Expatriate Taxation & Dual Residence Issues: Executive Training,Taxation,"Comprehensive training program focusing on expatriate taxation & dual residence issues with practical focus on executive training, case studies, and hands-on exercises.",5499,Intermediate,Active
1004,Labor & Employment Laws Compliance: Specialization,Law,"Comprehensive training program focusing on labor & employment laws compliance with practical focus on specialization, case studies, and hands-on exercises.",5999,Intermediate,Active
1005,Frameworks & Best Practices: CS Executive Corporate & Management Accounting,CS,"Comprehensive training program focusing on cs executive corporate & management accounting with practical focus on frameworks & best practices, case studies, and hands-on exercises.",9999,Intermediate,Active
1006,Zero to Hero: Growth Hacking & Viral Loop Engineering,Marketing,"Comprehensive training program focusing on growth hacking & viral loop engineering with practical focus on zero to hero, case studies, and hands-on exercises.",3499,Beginner,Active
1007,Fundamentals: Excel VBA & Macro Automation for Analysts,Business Analytics,"Comprehensive training program focusing on excel vba & macro automation for analysts with practical focus on fundamentals, case studies, and hands-on exercises.",4499,Beginner,Active
1008,Cloud Security Posture Management (CSPM) - Bootcamp,Cybersecurity,"Comprehensive training program focusing on cloud security posture management (cspm) with practical focus on bootcamp, case studies, and hands-on exercises.",6999,Intermediate,Active
1009,Mastery: AWS Certified Solutions Architect Professional,Cloud Computing,"Comprehensive training program focusing on aws certified solutions architect professional with practical focus on mastery, case studies, and hands-on exercises.",8999,Advanced,Active
1010,Reinforcement Learning in Practice: Specialization,Data Science,"Comprehensive training program focusing on reinforcement learning in practice with practical focus on specialization, case studies, and hands-on exercises.",7499,Intermediate,Active
1011,Microsoft Azure Solutions Architect (AZ-305) - Real-World Projects,Cloud Computing,"Comprehensive training program focusing on microsoft azure solutions architect (az-305) with practical focus on real-world projects, case studies, and hands-on exercises.",8999,Advanced,Active
1012,CMA Foundation Fundamentals of Laws & Ethics: Hands-on Workshop,CMA,"Comprehensive training program focusing on cma foundation fundamentals of laws & ethics with practical focus on hands-on workshop, case studies, and hands-on exercises.",6999,Beginner,Active
1013,Zero to Hero: Fintech Innovations & Digital Payment Ecosystems,Banking,"Comprehensive training program focusing on fintech innovations & digital payment ecosystems with practical focus on zero to hero, case studies, and hands-on exercises.",4499,Beginner,Active
1014,Capital Gains Tax Planning & Exemptions - Bootcamp,Taxation,"Comprehensive training program focusing on capital gains tax planning & exemptions with practical focus on bootcamp, case studies, and hands-on exercises.",5499,Intermediate,Active
1015,Agile Sprint Planning & Jira Mastery - Frameworks & Best Practices,Management,"Comprehensive training program focusing on agile sprint planning & jira mastery with practical focus on frameworks & best practices, case studies, and hands-on exercises.",7999,Advanced,Active
1016,Certification Prep: Financial Services and Capital Markets,CA,"Comprehensive training program focusing on financial services and capital markets with practical focus on certification prep, case studies, and hands-on exercises.",10999,Intermediate,Active
1017,Deep Learning & Neural Architectures with PyTorch - Fundamentals,Data Science,"Comprehensive training program focusing on deep learning & neural architectures with pytorch with practical focus on fundamentals, case studies, and hands-on exercises.",5499,Beginner,Active
1018,Certification Prep: Six Sigma Green Belt Certification Training,Certification,"Comprehensive training program focusing on six sigma green belt certification training with practical focus on certification prep, case studies, and hands-on exercises.",7999,Intermediate,Active
1019,Mastery: Fixed Asset Accounting & Depreciation Schedules,Accounting,"Comprehensive training program focusing on fixed asset accounting & depreciation schedules with practical focus on mastery, case studies, and hands-on exercises.",5999,Advanced,Active
1020,Practical Applications: Modern C++ and Low-Latency Development,Technology,"Comprehensive training program focusing on modern c++ and low-latency development with practical focus on practical applications, case studies, and hands-on exercises.",5999,Intermediate,Active
1021,Marketing Automation with HubSpot & ActiveCampaign: Fundamentals,Marketing,"Comprehensive training program focusing on marketing automation with hubspot & activecampaign with practical focus on fundamentals, case studies, and hands-on exercises.",3499,Beginner,Inactive
1022,Android App Development with Kotlin & Jetpack: In-Depth Series,Technology,"Comprehensive training program focusing on android app development with kotlin & jetpack with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
1023,Computer Vision with OpenCV & PyTorch: Specialization,Data Science,"Comprehensive training program focusing on computer vision with opencv & pytorch with practical focus on specialization, case studies, and hands-on exercises.",7499,Intermediate,Active
1024,In-Depth Series: Change Management in Enterprise Organizations,Management,"Comprehensive training program focusing on change management in enterprise organizations with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
1025,Generative AI & Diffusion Models - Hands-on Workshop,Data Science,"Comprehensive training program focusing on generative ai & diffusion models with practical focus on hands-on workshop, case studies, and hands-on exercises.",7499,Intermediate,Active
1026,PMP (Project Management Professional) Exam Prep: Crash Course,Certification,"Comprehensive training program focusing on pmp (project management professional) exam prep with practical focus on crash course, case studies, and hands-on exercises.",10999,Advanced,Active
1027,International Taxation & Transfer Pricing: In-Depth Series,CA,"Comprehensive training program focusing on international taxation & transfer pricing with practical focus on in-depth series, case studies, and hands-on exercises.",10999,Intermediate,Active
1028,Strategy & Implementation: AWS Certified Solutions Architect Professional,Cloud Computing,"Comprehensive training program focusing on aws certified solutions architect professional with practical focus on strategy & implementation, case studies, and hands-on exercises.",8999,Advanced,Active
1029,Natural Language Processing & LLM Prompting: Crash Course,Data Science,"Comprehensive training program focusing on natural language processing & llm prompting with practical focus on crash course, case studies, and hands-on exercises.",7499,Intermediate,Active
1030,Valuation under Companies Act - Zero to Hero,CA,"Comprehensive training program focusing on valuation under companies act with practical focus on zero to hero, case studies, and hands-on exercises.",7999,Beginner,Active
1031,A/B Testing & Conversion Rate Optimization (CRO) - Hands-on Workshop,Business Analytics,"Comprehensive training program focusing on a/b testing & conversion rate optimization (cro) with practical focus on hands-on workshop, case studies, and hands-on exercises.",5999,Intermediate,Active
1032,Strategy & Implementation: Certified Information Security Manager (CISM),Certification,"Comprehensive training program focusing on certified information security manager (cism) with practical focus on strategy & implementation, case studies, and hands-on exercises.",7999,Intermediate,Active
1033,Web Application Penetration Testing - Specialization,Cybersecurity,"Comprehensive training program focusing on web application penetration testing with practical focus on specialization, case studies, and hands-on exercises.",6999,Intermediate,Active
1034,CA Foundation Accounting Basics: Real-World Projects,CA,"Comprehensive training program focusing on ca foundation accounting basics with practical focus on real-world projects, case studies, and hands-on exercises.",7999,Beginner,Active
1035,Certification Prep: E-commerce Growth on Amazon & Shopify,Marketing,"Comprehensive training program focusing on e-commerce growth on amazon & shopify with practical focus on certification prep, case studies, and hands-on exercises.",4999,Intermediate,Active
1036,Fundamentals: Credit Risk Analysis & Underwriting,Finance,"Comprehensive training program focusing on credit risk analysis & underwriting with practical focus on fundamentals, case studies, and hands-on exercises.",4999,Beginner,Active
1037,Feature Engineering & Selection Techniques: Strategy & Implementation,Data Science,"Comprehensive training program focusing on feature engineering & selection techniques with practical focus on strategy & implementation, case studies, and hands-on exercises.",7499,Intermediate,Active
1038,Microsoft Azure Administrator (AZ-104) - Crash Course,Cloud Computing,"Comprehensive training program focusing on microsoft azure administrator (az-104) with practical focus on crash course, case studies, and hands-on exercises.",6499,Intermediate,Active
1039,CMA Intermediate Laws & Ethics - Specialization,CMA,"Comprehensive training program focusing on cma intermediate laws & ethics with practical focus on specialization, case studies, and hands-on exercises.",9999,Intermediate,Active
1040,Specialization: Java Spring Boot Enterprise Architecture,Technology,"Comprehensive training program focusing on java spring boot enterprise architecture with practical focus on specialization, case studies, and hands-on exercises.",7999,Advanced,Active
1041,Customs Law & Foreign Trade Policy (FTP): Mastery,Taxation,"Comprehensive training program focusing on customs law & foreign trade policy (ftp) with practical focus on mastery, case studies, and hands-on exercises.",7499,Advanced,Active
1042,Direct Tax Laws and International Taxation: Advanced Practice,CA,"Comprehensive training program focusing on direct tax laws and international taxation with practical focus on advanced practice, case studies, and hands-on exercises.",14999,Advanced,Active
1043,CS Professional Resolution of Corporate Disputes - Crash Course,CS,"Comprehensive training program focusing on cs professional resolution of corporate disputes with practical focus on crash course, case studies, and hands-on exercises.",13499,Advanced,Active
1044,Distributed Systems & Message Queues (Kafka/RabbitMQ) - Real-World Projects,Technology,"Comprehensive training program focusing on distributed systems & message queues (kafka/rabbitmq) with practical focus on real-world projects, case studies, and hands-on exercises.",5999,Intermediate,Active
1045,CS Professional Secretarial Audit & Compliance - Mastery,CS,"Comprehensive training program focusing on cs professional secretarial audit & compliance with practical focus on mastery, case studies, and hands-on exercises.",13499,Advanced,Active
1046,Comprehensive Guide: KPI Scorecards & Executive Reporting,Business Analytics,"Comprehensive training program focusing on kpi scorecards & executive reporting with practical focus on comprehensive guide, case studies, and hands-on exercises.",5999,Intermediate,Inactive
1047,Insolvency & Bankruptcy Code (IBC) Mastery: Real-World Projects,CS,"Comprehensive training program focusing on insolvency & bankruptcy code (ibc) mastery with practical focus on real-world projects, case studies, and hands-on exercises.",13499,Advanced,Active
1048,Fundamentals: Progressive Web Apps (PWA) Development,Technology,"Comprehensive training program focusing on progressive web apps (pwa) development with practical focus on fundamentals, case studies, and hands-on exercises.",4499,Beginner,Active
1049,Comprehensive Guide: CMA Intermediate Cost & Management Accounting and Financial Mgmt,CMA,"Comprehensive training program focusing on cma intermediate cost & management accounting and financial mgmt with practical focus on comprehensive guide, case studies, and hands-on exercises.",9999,Intermediate,Active
1050,Letter of Credit (LC) & Bank Guarantee Mechanism - Crash Course,Banking,"Comprehensive training program focusing on letter of credit (lc) & bank guarantee mechanism with practical focus on crash course, case studies, and hands-on exercises.",5999,Intermediate,Inactive
1051,FRM (Financial Risk Manager) Level 2 Prep: In-Depth Series,Certification,"Comprehensive training program focusing on frm (financial risk manager) level 2 prep with practical focus on in-depth series, case studies, and hands-on exercises.",10999,Advanced,Active
1052,CS Professional Secretarial Audit & Compliance - Practical Applications,CS,"Comprehensive training program focusing on cs professional secretarial audit & compliance with practical focus on practical applications, case studies, and hands-on exercises.",13499,Advanced,Active
1053,Supply Chain Analytics & Optimization: Crash Course,Business Analytics,"Comprehensive training program focusing on supply chain analytics & optimization with practical focus on crash course, case studies, and hands-on exercises.",5999,Intermediate,Active
1054,Zero to Hero: Private Equity Deal Structuring,Finance,"Comprehensive training program focusing on private equity deal structuring with practical focus on zero to hero, case studies, and hands-on exercises.",4999,Beginner,Active
1055,CA Foundation Mercantile Law - Frameworks & Best Practices,CA,"Comprehensive training program focusing on ca foundation mercantile law with practical focus on frameworks & best practices, case studies, and hands-on exercises.",7999,Beginner,Inactive
1056,Real-World Projects: CMA Intermediate Direct Taxation,CMA,"Comprehensive training program focusing on cma intermediate direct taxation with practical focus on real-world projects, case studies, and hands-on exercises.",9999,Intermediate,Active
1057,Comprehensive Guide: SEBI Compliance & Listing Obligations (LODR),CS,"Comprehensive training program focusing on sebi compliance & listing obligations (lodr) with practical focus on comprehensive guide, case studies, and hands-on exercises.",9999,Intermediate,Active
1058,"Legal Drafting, Notice Writing & Petitions: Crash Course",Law,"Comprehensive training program focusing on legal drafting, notice writing & petitions with practical focus on crash course, case studies, and hands-on exercises.",5999,Intermediate,Active
1059,Executive Training: Alteryx for Data Prep & ETL Automation,Business Analytics,"Comprehensive training program focusing on alteryx for data prep & etl automation with practical focus on executive training, case studies, and hands-on exercises.",5999,Intermediate,Active
1060,"Data Governance, Privacy & Ethics - Frameworks & Best Practices",Data Science,"Comprehensive training program focusing on data governance, privacy & ethics with practical focus on frameworks & best practices, case studies, and hands-on exercises.",7499,Intermediate,Active
1061,Customer Lifetime Value & Churn Modeling: Strategy & Implementation,Business Analytics,"Comprehensive training program focusing on customer lifetime value & churn modeling with practical focus on strategy & implementation, case studies, and hands-on exercises.",5999,Intermediate,Active
1062,Crash Course: Terraform for Multi-Cloud Infrastructure as Code,Cloud Computing,"Comprehensive training program focusing on terraform for multi-cloud infrastructure as code with practical focus on crash course, case studies, and hands-on exercises.",6499,Intermediate,Active
1063,Marketing Automation with HubSpot & ActiveCampaign: Hands-on Workshop,Marketing,"Comprehensive training program focusing on marketing automation with hubspot & activecampaign with practical focus on hands-on workshop, case studies, and hands-on exercises.",4999,Intermediate,Active
1064,"Product Management: MVP, Strategy & Roadmapping - Certification Prep",Management,"Comprehensive training program focusing on product management: mvp, strategy & roadmapping with practical focus on certification prep, case studies, and hands-on exercises.",5999,Intermediate,Active
1065,CompTIA Security+ Exam Preparation: Zero to Hero,Cybersecurity,"Comprehensive training program focusing on comptia security+ exam preparation with practical focus on zero to hero, case studies, and hands-on exercises.",4999,Beginner,Active
1066,"Comprehensive Guide: Payroll Accounting, EPF & ESIC Compliance",Accounting,"Comprehensive training program focusing on payroll accounting, epf & esic compliance with practical focus on comprehensive guide, case studies, and hands-on exercises.",4499,Intermediate,Active
1067,Cloud Native Storage & Database Architectures: Advanced Practice,Cloud Computing,"Comprehensive training program focusing on cloud native storage & database architectures with practical focus on advanced practice, case studies, and hands-on exercises.",8999,Advanced,Active
1068,CMA Final Corporate Laws & Compliance - In-Depth Series,CMA,"Comprehensive training program focusing on cma final corporate laws & compliance with practical focus on in-depth series, case studies, and hands-on exercises.",13499,Advanced,Active
1069,CMA Final Direct Tax Laws & International Taxation: Bootcamp,CMA,"Comprehensive training program focusing on cma final direct tax laws & international taxation with practical focus on bootcamp, case studies, and hands-on exercises.",13499,Advanced,Active
1070,CMA Intermediate Company Accounts & Audit: Advanced Practice,CMA,"Comprehensive training program focusing on cma intermediate company accounts & audit with practical focus on advanced practice, case studies, and hands-on exercises.",13499,Advanced,Active
1071,HR Analytics & People Metrics - In-Depth Series,Business Analytics,"Comprehensive training program focusing on hr analytics & people metrics with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
1072,Certification Prep: Data Visualization with Matplotlib & Seaborn,Data Science,"Comprehensive training program focusing on data visualization with matplotlib & seaborn with practical focus on certification prep, case studies, and hands-on exercises.",7499,Intermediate,Active
1073,Fundamentals: Reinforcement Learning in Practice,Data Science,"Comprehensive training program focusing on reinforcement learning in practice with practical focus on fundamentals, case studies, and hands-on exercises.",5499,Beginner,Active
